Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
37095712,09/03/2017 02:36:05 AM,09/03/2017 03:45:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/03/2017 10:36:05 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/03/2017 03:45:42 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37140361,09/10/2017 12:03:25 AM,09/10/2017 01:36:58 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/10/2017 08:03:25 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/10/2017 01:36:58 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37140502,09/10/2017 12:54:11 AM,09/10/2017 01:36:58 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/10/2017 08:54:11 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/10/2017 01:36:58 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37241842,09/22/2017 12:35:03 AM,09/22/2017 07:17:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/22/2017 08:35:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/22/2017 07:17:20 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37376610,10/08/2017 01:43:16 AM,10/08/2017 05:10:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/08/2017 09:43:16 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/08/2017 05:10:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37829819,12/01/2017 11:33:03 PM,12/02/2017 02:04:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/02/2017 07:33:03 AM,The Police Department responded to the complaint and took action to fix the condition.,12/02/2017 02:04:01 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37836338,12/03/2017 12:40:17 AM,12/03/2017 04:22:13 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/03/2017 08:40:17 AM,The Police Department responded to the complaint and took action to fix the condition.,12/03/2017 04:22:13 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
37836627,12/03/2017 02:12:18 AM,12/03/2017 04:11:04 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/03/2017 10:12:18 AM,The Police Department responded to the complaint and determined that police action was not necessary.,12/03/2017 04:11:04 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38051245,12/30/2017 12:42:10 AM,12/30/2017 01:13:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/30/2017 08:42:10 AM,The Police Department responded to the complaint and took action to fix the condition.,12/30/2017 01:13:31 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38058054,12/31/2017 02:04:09 AM,12/31/2017 02:40:33 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/31/2017 10:04:09 AM,The Police Department responded to the complaint and took action to fix the condition.,12/31/2017 02:40:33 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38064382,12/30/2017 02:34:38 AM,12/30/2017 04:57:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/30/2017 10:34:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/30/2017 04:57:12 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38115039,01/06/2018 12:56:14 AM,01/06/2018 06:32:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/06/2018 08:56:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2018 06:32:56 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38129732,01/07/2018 12:34:51 AM,01/07/2018 03:18:26 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/07/2018 08:34:51 AM,The Police Department responded to the complaint and took action to fix the condition.,01/07/2018 03:18:26 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38484189,02/17/2018 01:16:00 AM,02/17/2018 01:28:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/17/2018 09:16:00 AM,The Police Department responded to the complaint and took action to fix the condition.,02/17/2018 01:28:20 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38538303,02/25/2018 01:45:21 AM,02/25/2018 02:33:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/25/2018 09:45:21 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/25/2018 02:33:28 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38716582,03/18/2018 12:27:00 AM,03/18/2018 01:03:46 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/18/2018 08:27:00 AM,The Police Department responded to the complaint and took action to fix the condition.,03/18/2018 01:03:46 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
38830686,03/31/2018 11:34:41 PM,04/01/2018 12:33:40 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/01/2018 07:34:41 AM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2018 12:33:40 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39223795,05/18/2018 11:56:29 PM,05/19/2018 12:53:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/19/2018 07:56:29 AM,The Police Department responded to the complaint and took action to fix the condition.,05/19/2018 12:53:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39228143,05/19/2018 01:46:42 AM,05/19/2018 04:59:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/19/2018 09:46:42 AM,The Police Department responded to the complaint and took action to fix the condition.,05/19/2018 04:59:05 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39231770,05/20/2018 12:00:51 AM,05/20/2018 03:06:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/20/2018 08:00:51 AM,The Police Department responded to the complaint and took action to fix the condition.,05/20/2018 03:06:02 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39231806,05/19/2018 11:53:57 PM,05/20/2018 03:06:03 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/20/2018 07:53:57 AM,The Police Department responded to the complaint and took action to fix the condition.,05/20/2018 03:06:03 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39291946,05/27/2018 01:03:13 AM,05/27/2018 03:10:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/27/2018 09:03:13 AM,The Police Department responded to the complaint and took action to fix the condition.,05/27/2018 03:10:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39293353,05/27/2018 02:00:59 AM,05/27/2018 02:58:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/27/2018 10:00:59 AM,The Police Department responded to the complaint and took action to fix the condition.,05/27/2018 02:58:24 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39294720,05/27/2018 01:10:13 AM,05/27/2018 03:09:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/27/2018 09:10:13 AM,The Police Department responded to the complaint and took action to fix the condition.,05/27/2018 03:09:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39472175,06/16/2018 12:18:41 AM,06/16/2018 07:22:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/16/2018 08:18:41 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/16/2018 07:22:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39670145,07/08/2018 12:59:59 AM,07/08/2018 03:14:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/08/2018 08:59:59 AM,The Police Department responded to the complaint and took action to fix the condition.,07/08/2018 03:14:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39779506,07/20/2018 12:09:12 AM,07/20/2018 04:01:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/20/2018 08:09:12 AM,The Police Department responded to the complaint and took action to fix the condition.,07/20/2018 04:01:34 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39834723,07/27/2018 12:16:52 AM,07/27/2018 04:18:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/27/2018 08:16:52 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/27/2018 04:18:56 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
39980934,08/09/2018 06:05:00 PM,08/09/2018 06:05:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,The Department of Sanitation removed the items.,08/09/2018 06:05:00 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40045241,08/19/2018 01:56:32 AM,08/19/2018 05:26:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,08/19/2018 09:56:32 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/19/2018 05:26:47 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40155760,09/01/2018 01:48:19 AM,09/01/2018 05:31:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2018 09:48:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2018 05:31:51 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40166670,09/01/2018 02:42:42 AM,09/01/2018 05:29:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2018 10:42:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2018 05:29:49 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40230131,09/09/2018 12:23:38 AM,09/09/2018 02:02:49 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/09/2018 08:23:38 AM,The Police Department responded to the complaint and took action to fix the condition.,09/09/2018 02:02:49 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40341177,09/22/2018 12:28:11 AM,09/22/2018 01:49:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/22/2018 08:28:11 AM,The Police Department responded to the complaint and took action to fix the condition.,09/22/2018 01:49:54 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40349765,09/22/2018 11:58:48 PM,09/23/2018 03:24:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/23/2018 07:58:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/23/2018 03:24:34 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40349626,09/23/2018 01:34:18 AM,09/23/2018 03:24:33 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/23/2018 09:34:18 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/23/2018 03:24:33 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40481340,10/07/2018 02:22:52 AM,10/07/2018 05:18:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/07/2018 10:22:52 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/07/2018 05:18:06 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40530538,10/13/2018 12:45:09 AM,10/13/2018 01:51:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/13/2018 08:45:09 AM,The Police Department responded to the complaint and took action to fix the condition.,10/13/2018 01:51:16 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40538782,10/13/2018 11:25:12 PM,10/14/2018 05:05:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/14/2018 07:25:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/14/2018 05:05:14 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40610148,10/21/2018 01:15:50 AM,10/21/2018 05:27:44 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/2018 09:15:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/2018 05:27:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40676696,10/27/2018 11:50:44 PM,10/28/2018 08:38:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/28/2018 07:50:44 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/28/2018 08:38:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40677552,10/28/2018 12:29:59 AM,10/28/2018 08:37:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/28/2018 08:29:59 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/28/2018 08:37:31 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40733449,11/04/2018 12:01:44 AM,11/04/2018 01:45:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/04/2018 08:01:44 AM,The Police Department responded to the complaint and took action to fix the condition.,11/04/2018 01:45:20 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
40735476,11/04/2018 01:04:13 AM,11/04/2018 01:48:22 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/04/2018 09:04:13 AM,The Police Department responded to the complaint and took action to fix the condition.,11/04/2018 01:48:22 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41024218,11/25/2018 01:00:35 AM,11/25/2018 04:27:37 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/25/2018 09:00:35 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/25/2018 04:27:37 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41195814,12/16/2018 12:19:15 AM,12/16/2018 01:36:59 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/16/2018 08:19:15 AM,The Police Department responded to the complaint and took action to fix the condition.,12/16/2018 01:36:59 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
